x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,value
-0.856348692,-2.350129859,0.232237566,0.987960547,0.107533861,0.419079421,0.336473566,0.750705919,0.883281006,0.164360736,1.148189298
0.253584299,0.238113399,-1.296087311,0.004806289,1.882723688,0.08971806,0.893757391,0.42989518,0.215217688,0.501657538,2.210514611
-0.737847246,-0.295012649,0.134257819,0.40590858,-1.541591658,0.212087092,0.475068027,0.184657641,0.323953518,0.419337976,2.422226971
-0.277114202,1.218430662,0.365492473,-1.058637804,1.066653852,0.407255756,0.130966457,0.500041034,0.922034787,0.092278104,-0.21525566
0.846264469,1.210898148,-1.079793425,0.036398139,-0.051082702,0.666177433,0.525995655,0.012065179,0.963310646,0.641642334,5.160756878
-1.23186787,-1.558952384,0.132573858,0.753470725,0.073008391,0.15931633,0.593814456,0.652855113,0.822716185,0.509896593,4.018788987
0.770162178,-0.346914451,0.690229332,0.277981921,-1.406970112,0.628383267,0.612034279,0.920507478,0.284766753,0.88742619,-0.919363475
0.418933104,-0.680943948,1.233879303,-3.291850366,0.263694845,0.332777908,0.766284436,0.257199643,0.284746271,0.853757839,-3.59318441
-2.126222822,1.238389198,-0.867271339,0.519173931,0.156368652,0.282951203,0.305084328,0.374967021,0.130541976,0.928990026,1.367402337
-1.58960316,-0.051754424,0.00407857,-0.947531888,0.621459172,0.533333773,0.706654155,0.247924646,0.224822895,0.01442066,0.972106312
0.251385708,0.769429372,0.617720062,0.351644507,0.226935141,0.503325747,0.504507646,0.760911257,0.041128282,0.541696591,3.379312884
-0.010325849,-1.575997693,-0.563137036,-0.863672765,-0.014646097,0.688898789,0.605330724,0.232863251,0.017867569,0.926283672,0.990842696
0.059815164,-0.063022997,-0.840435828,1.274482875,-0.217617006,0.255299249,0.45363211,0.042953008,0.815292658,0.967814283,6.178233514
-1.791873618,-0.518777426,1.454562073,0.802005718,-0.840828023,0.19542989,0.315249886,0.41074096,0.785703704,0.033206814,1.719625649
2.27341242,-1.463847018,-1.571993199,0.317373891,0.245937329,0.642304349,0.993570926,0.594356238,0.313237757,0.456043119,0.437572043
-0.221035679,0.34277321,-1.521959102,-0.374725298,-0.165228669,0.759607444,0.374584522,0.833701182,0.587006082,0.030356416,-1.132571255
-1.954904484,-0.458071461,-0.684187505,0.194402942,1.806042301,0.678132081,0.576419714,0.922612726,0.021731178,0.989782933,2.246003496
-0.501192618,-0.931768889,-1.350915335,-0.677285004,-2.106771347,0.085815132,0.047015356,0.102432398,0.56251277,0.253718866,1.143357871
-0.187775748,1.620007637,-0.759031914,1.114948442,-0.03298526,0.517554197,0.215200235,0.863816459,0.738062443,0.112547031,4.503948825
1.129847604,-0.510669115,0.129561414,-0.084947473,-1.05347247,0.055979286,0.790515062,0.332684188,0.563743251,0.20056391,7.84679706
0.731191593,0.226796509,-0.416921696,-0.58170348,-0.147502842,0.324459718,0.439245013,0.693598964,0.805537226,0.740395532,3.822761257
-0.832367044,-0.947836011,-0.470891668,-0.65575168,-1.020995751,0.301470979,0.726305799,0.982155854,0.675752663,0.84141532,1.247739403
0.782531541,-0.822246992,0.84863946,0.488329495,0.684834763,0.325281096,0.939151967,0.760372218,0.418924932,0.48505151,5.631068891
1.311600388,-0.096987349,0.546261959,-0.565650078,1.117732332,0.972595962,0.660883386,0.952664892,0.882356625,0.289118874,0.543385525
-0.384667334,-0.253762754,1.372510091,-0.405603632,-1.397377688,0.832795911,0.777983781,0.679454782,0.354684428,0.252979714,-1.041760373
0.782218257,0.183710009,1.145413577,3.192062766,-0.802016189,0.405482748,0.988076348,0.266107518,0.997325579,0.507186802,12.61819825
0.3230371,1.030291511,-0.04969411,-0.055287144,-0.275307126,0.941317658,0.232655856,0.526249971,0.783258014,0.080473272,4.096436001
-0.996715736,0.564168424,-0.85251209,0.366715753,-0.270023563,0.859381429,0.069015966,0.188281114,0.149744075,0.320741414,2.780721095
-0.787164598,0.168594521,0.462320332,-0.054063122,-0.799162236,0.388429037,0.357545567,0.613338811,0.136924804,0.829757009,2.743800182
1.905298069,-0.480846208,-0.371312732,-1.096892687,-0.130895542,0.238090992,0.240930269,0.532310774,0.8298648,0.796383103,-1.98017395
1.431510861,0.36283108,0.809784777,0.642225023,-0.983260056,0.353912436,0.694180496,0.110356677,0.602814454,0.641137648,4.036277891
-1.08524292,0.585354742,-1.406279277,0.582385947,-1.627494537,0.481272254,0.274514488,0.765598589,0.005459581,0.227269151,3.362088693
0.211056854,0.179832425,-1.299651499,1.228202293,0.881555594,0.799414903,0.532253592,0.127249251,0.15466963,0.39894897,4.448168253
-0.478009346,0.204911597,0.554803179,-1.583596511,-0.0837443,0.912077016,0.602322061,0.075382762,0.846196602,0.732295951,-2.337654853
0.608976312,0.019584797,0.255561653,2.540491513,0.561297564,0.207036259,0.407884469,0.75055494,0.983117638,0.495178178,13.57648013
-0.462475805,-0.491802763,0.862202544,-0.258190139,-0.014567758,0.81285574,0.003226486,0.161260914,0.087736499,0.085739144,2.14179161
-0.15878717,0.199602394,-0.00779641,0.973436118,-0.435354537,0.448289851,0.475348305,0.085247882,0.105462041,0.835753737,5.862737815
0.10492265,-0.452307225,-0.543190168,0.042467524,-1.191781142,0.020338051,0.542270269,0.174942339,0.884631207,0.318995343,-0.09666886
0.613796023,-0.197116714,0.05242073,-1.594274072,-0.622643173,0.634348437,0.59258154,0.227555441,0.293561569,0.430240905,0.727800483
0.573627252,-0.103298572,1.835898319,-1.07395746,0.15876721,0.542132932,0.866618164,0.2109807,0.059638504,0.980375955,-2.861925151
-0.080110789,-0.262390864,0.053234118,0.157443494,-0.709396496,0.233045844,0.867314685,0.713577733,0.463791659,0.251087617,5.822314951
-0.402613009,0.275396164,-1.039393524,0.147281796,-0.919725411,0.511117211,0.820776895,0.533935565,0.559829045,0.781240737,2.184804571
-0.564837575,0.33698682,0.808178868,0.160835953,0.043990365,0.092094943,0.127983955,0.396589486,0.458183902,0.304347797,2.88887038
-0.409588369,0.191064271,-0.461060389,-0.400833079,-0.824984686,0.643312708,0.31026431,0.702096788,0.165272474,0.955524857,-1.330687595
-1.292558915,0.847644418,0.737047965,0.065387778,-1.081557019,0.962472246,0.250779986,0.304673157,0.088839298,0.252933468,3.967723618
0.428079231,-0.457149178,-1.145363241,-0.309373982,1.346179576,0.037447967,0.652330776,0.40920674,0.242041171,0.152366167,-0.160499377
-0.136914495,-0.232408644,-0.718868135,0.087691723,0.107136571,0.426722842,0.132270844,0.320059893,0.930648449,0.737712881,6.977062268
-0.915778683,0.053714644,0.199216223,0.2668111,0.0625475,0.085207358,0.157151432,0.519421192,0.09680558,0.208470097,-0.150415385
0.873254362,1.024266738,-1.583587424,-0.027372068,0.406305179,0.233361645,0.44127224,0.903331813,0.925057488,0.908058351,3.824315193
-0.471497015,-0.78499089,0.899723711,-0.132422069,0.573541622,0.324741315,0.011850724,0.884788062,0.431311231,0.951326454,1.528865728
0.465286753,0.374486368,-2.853073023,0.430765614,-0.787077759,0.338260828,0.405762354,0.553025607,0.028632899,0.020428345,3.987318438
0.253379761,0.28434244,0.660564864,0.91409697,-0.012088537,0.354471004,0.816298495,0.585558769,0.897727386,0.229497929,6.001970293
-0.61111034,-0.38267029,1.426014809,0.311622271,0.047024824,0.83917283,0.613620215,0.209066289,0.502623655,0.071006372,2.440344302
0.371000001,0.423689297,0.752911419,0.190850727,0.902658116,0.189611762,0.121255644,0.542406819,0.65526758,0.822823873,2.234176944
-0.862299121,0.946059415,1.391872484,-2.6719692,-0.344640701,0.432435085,0.114377271,0.264884955,0.865753551,0.302547443,-1.216214702
-0.218986665,-0.841614006,-0.95267862,-1.219631203,0.189045507,0.86361124,0.793207634,0.332240503,0.966628969,0.582692684,0.657346415
-0.082806172,-1.831867928,-0.665101477,-0.318644262,-1.325219869,0.600626946,0.573194352,0.868218977,0.943406394,0.180616518,3.044532685
0.181160058,-0.92992867,0.534067447,-0.742113474,-0.341354207,0.858443993,0.445042317,0.909306927,0.167842778,0.02111707,-3.293279409
-0.092383478,-0.816396383,-0.031149052,-0.195021067,0.596383299,0.830241456,0.644810379,0.290102918,0.402457337,0.579439628,0.905431392
-2.053626246,-0.801285853,1.980556366,-0.451958239,1.206715113,0.469308858,0.040978176,0.296787765,0.905956408,0.200117667,-1.111857534
0.127518694,0.039114091,0.529436875,-1.012710444,1.306378989,0.479294341,0.352440239,0.092277749,0.518790479,0.537332936,-2.210975978
1.180037283,-3.795702521,1.579798029,2.193037903,-1.199788004,0.148678178,0.328788796,0.075090308,0.640639783,0.643801405,-0.529807776
-1.510447861,-0.547155601,0.557471824,0.761932336,-1.537978326,0.978521159,0.31440064,0.155738351,0.528772694,0.891635925,0.732395326
1.24706669,-0.347666235,-1.448429023,-1.577295826,1.085555224,0.639622828,0.970937854,0.396063507,0.89076948,0.525381301,0.662529691
-1.317561366,1.525777003,1.238828538,-1.9238094,1.475216531,0.541803762,0.233806383,0.575221311,0.646106535,0.367571164,-1.615684658
-2.100538859,-0.95464183,-0.033860556,-1.307629278,0.662252389,0.803815651,0.677891517,0.615733111,0.904657961,0.01741564,-0.2479599
-0.672869708,-0.633184894,0.484272009,-0.21342647,-0.74099334,0.915607145,0.42187546,0.515204945,0.053666239,0.794266346,-1.078120723
0.112394551,-1.100908053,0.467082976,-0.837989043,-0.290031134,0.945194959,0.703174433,0.224706857,0.894537361,0.500428642,3.283476337
-0.501113197,-0.87685999,0.217620918,-1.60098234,-0.020777498,0.687830395,0.438955376,0.028581144,0.414175986,0.218975502,-0.529392408
0.617863675,1.251427422,0.192655701,-1.996865795,0.066479298,0.362010093,0.793180016,0.803792797,0.129110204,0.492278229,-1.530984908
-1.125130732,0.209850826,-1.2792191,0.967908749,0.888301498,0.162011505,0.593233836,0.508972269,0.497263783,0.604928455,3.707802376
1.498643218,0.754166126,0.916796569,1.680760933,0.956257987,0.154288506,0.862995355,0.101611532,0.785071639,0.835362174,7.941568732
-0.134889591,-0.510031091,1.762425198,-0.520480538,2.012046979,0.828416719,0.545748732,0.78698565,0.009681579,0.405875108,-1.615397062
0.042707406,1.441210722,0.487363404,-1.454750179,0.414946068,0.996993464,0.901118417,0.620046926,0.696845972,0.419485791,-0.692432498
-0.63349757,1.042436058,-0.075547248,-0.790351195,0.592997964,0.509834761,0.790928713,0.659532918,0.721564649,0.697892516,2.729814783
0.067779104,0.299662093,1.764753844,-0.622616792,-0.271572533,0.945530275,0.82741898,0.55807908,0.127285125,0.958499136,0.204362275
-1.357017004,-1.042843424,-0.81917,0.392842441,0.115917787,0.084945027,0.304410671,0.544899476,0.59869187,0.26187596,4.6311526
-0.852667719,-0.024169548,0.806763179,1.270831918,0.05051439,0.897534274,0.245130083,0.087568397,0.798073266,0.39164374,7.973914432
-2.439481051,-1.044030534,-2.014303855,0.183338372,0.378713844,0.330023267,0.416132972,0.684923718,0.040007979,0.846489112,3.551809071
-1.316402747,0.295354448,0.583026639,0.04922757,1.116011477,0.487815212,0.113267844,0.409609592,0.945565084,0.245311406,4.213461691
-1.872548299,-0.484080283,0.673912345,1.014829315,-1.663823746,0.230259784,0.048481184,0.692117164,0.306949558,0.36198336,2.916182917
0.159554974,-0.127528171,-0.226370014,-0.844182502,-0.020234322,0.270129428,0.338069419,0.926205571,0.97126039,0.672595573,2.060063285
-1.408729707,-1.003896342,0.983250705,-0.423562989,-0.98303459,0.212820499,0.744183206,0.897270054,0.529130607,0.098367892,3.699235332
1.372335676,1.397258988,0.276463132,-1.108459408,-1.671534787,0.677116828,0.053917519,0.662968184,0.086173493,0.103960335,1.438090555
0.374964425,2.417024747,0.225540983,1.253148502,1.008935394,0.348438903,0.256835799,0.567206243,0.545817679,0.04769173,10.55767718
-0.251499949,1.889364889,0.626948376,-0.209322362,-1.624360447,0.200959497,0.171621256,0.846057178,0.975642259,0.885990628,4.378953553
1.130316355,-1.824152501,-0.312613346,0.173056248,-0.966203237,0.626299546,0.298767604,0.687365738,0.360419063,0.478999404,-0.082732397
0.733748101,-0.720088769,0.770059999,0.38834563,-1.152394063,0.374420567,0.306535736,0.935528499,0.202773445,0.836608921,1.57195893
0.147217403,0.047316742,1.217599857,1.757568438,-0.065295581,0.625705561,0.016549483,0.951311612,0.829705608,0.781101475,7.434022865
1.155168834,-0.256692156,-0.347670171,-0.804271819,-0.402784746,0.492998657,0.59317378,0.669350138,0.649053113,0.464662666,1.265789412
-0.46845297,1.623535122,-0.071472478,-0.970041237,-1.47608391,0.149667052,0.909199734,0.764978607,0.351950886,0.505609668,0.351092224
0.235505631,0.417604351,0.355923411,0.633386453,-0.491251558,0.768772316,0.457201611,0.355528525,0.94317112,0.346162233,5.838956689
1.708801915,0.796520453,0.835597373,-2.037086067,-0.178947165,0.226806731,0.048640071,0.52858537,0.748101343,0.107804003,-2.303544101
0.88029615,0.201266639,0.337398315,-0.689274911,0.098412449,0.113938226,0.514802161,0.544618083,0.41948949,0.777850673,-3.346287202
0.03396009,1.296155723,0.574232294,1.317384248,-0.984222296,0.928493352,0.547496912,0.606159332,0.761186496,0.108221498,10.21957524
1.289227874,-1.065465284,0.13604465,0.314387067,1.546506743,0.768638198,0.435130277,0.326572161,0.538505076,0.894323061,1.708153427
1.155260625,-0.365027182,0.140906533,-2.01821612,1.683187317,0.855949627,0.430156495,0.237442614,0.328954396,0.854367903,-2.751891986
2.465105019,-0.766632103,-0.671529895,1.425383731,0.769756261,0.080873106,0.366720043,0.916571666,0.95197336,0.540738347,8.367869678
0.827931438,0.518097683,-2.289828755,0.626217357,-0.402723231,0.593528235,0.054792935,0.077247294,0.359294912,0.21584889,3.81229148
0.905372065,-0.190222597,0.294928072,0.400193642,-0.620198242,0.67375088,0.311235246,0.663746149,0.313171926,0.421287932,2.391272954
-1.322578519,-0.656842312,1.922673162,0.438000648,0.851289098,0.902045761,0.098369613,0.954201572,0.018376597,0.75432498,3.481391957
-1.265809844,0.558955377,-1.453005424,-0.341393325,-0.031465552,0.74010151,0.407177768,0.298529965,0.619450242,0.790169566,2.08593751
-1.207526128,-1.018720705,-0.938673102,-0.028480372,-2.461659914,0.998934762,0.398268132,0.733736105,0.74855963,0.99281166,2.46839792
0.767022441,-0.591931759,0.587881273,-0.831365922,0.9758052,0.696061863,0.615035966,0.951468225,0.904538123,0.371970823,2.082399368
1.218730288,1.924800446,0.430745644,-0.03768372,-0.09954278,0.623953114,0.690151924,0.568315168,0.838150973,0.302519181,5.96571344
0.266366452,-1.267878153,1.346773417,-1.313914259,-0.22933719,0.70250583,0.686529269,0.877640869,0.341485582,0.784715997,-5.182295241
-1.237675708,-1.393645373,0.173096447,-1.552996286,-0.706581418,0.113924174,0.040338888,0.519582467,0.650055452,0.60963802,-4.18683335
-0.379571094,-1.135437982,1.142879794,0.563361984,0.636174571,0.290970461,0.021422615,0.797861939,0.338175183,0.90561991,1.430975982
0.495254606,-0.384138822,0.516392933,-0.49797044,-1.386705237,0.522660748,0.401226822,0.416536618,0.948677775,0.659944034,2.518792615
-0.039981569,-0.608077023,0.76551015,0.8219688,-1.246230398,0.038194268,0.322834456,0.668240861,0.566929873,0.589021664,3.959913772
-0.659113393,-1.848248544,-0.217964338,1.586239625,-0.578278185,0.863928958,0.953627298,0.444806494,0.091043979,0.795772207,0.15350044
0.340143032,1.820653185,-0.829533264,3.902632512,-1.544006918,0.110047456,0.339212072,0.195541557,0.136140449,0.749387889,10.32897851
0.435372765,0.474705898,-0.073934964,0.308124423,0.437863485,0.913942666,0.207718181,0.730453152,0.875635765,0.219735264,6.640555281
0.63511064,-1.111500709,-1.321898407,-0.828271652,0.579827246,0.21746472,0.433633705,0.205982646,0.990497969,0.956717727,1.110222154
-0.236815653,0.238336539,0.32747883,0.421804494,1.30171305,0.383408022,0.744648163,0.659409261,0.459826789,0.403457527,6.075731553
-0.322505991,-0.059930768,0.922100438,-1.959619056,0.811990526,0.226342042,0.449049775,0.933370069,0.572247843,0.368568157,-3.761289125
-1.237640229,0.938381122,0.074863889,-0.752691027,-1.032286618,0.68462476,0.976096345,0.983510054,0.643933628,0.211630183,0.754041886
-0.088843437,0.07165174,-0.071099559,0.872716545,-0.801594623,0.922677941,0.514676916,0.873867168,0.423147066,0.76017926,3.798879808
-1.194736386,-0.291732318,1.33946531,-0.592534174,-0.109011304,0.412265943,0.924652617,0.554123547,0.56493125,0.216406108,1.332047411
-1.299391911,0.39553441,1.073036416,-1.356322911,0.96538011,0.186765786,0.97982761,0.821341463,0.894881638,0.368873879,-2.00565994
-0.383102284,1.887060815,0.080059994,-2.322732992,-0.111884158,0.234336888,0.946885806,0.852040393,0.1125278,0.560194476,-2.188189222
0.433349096,-0.414907399,0.024726459,1.259064565,1.071428004,0.97914074,0.242035254,0.00896775,0.688616999,0.224759888,6.628803158
1.793863407,0.361941047,0.776142463,-0.188604776,1.212514089,0.569393072,0.280151378,0.99697804,0.609534553,0.926540505,1.82096619
0.136287263,0.138521942,0.951656068,0.223502716,0.762910086,0.930328156,0.35950137,0.956885046,0.357332247,0.056226058,6.684867154
0.208441643,-0.033676151,-1.156005247,-0.278118561,0.535749004,0.826859953,0.284395494,0.981236206,0.516223161,0.179348171,3.001613851
-2.571375285,0.36853053,1.250891465,1.903435951,-0.547092592,0.240070809,0.197742236,0.473064554,0.243058102,0.650919977,3.608015011
-0.968653456,-0.252746248,-1.971450431,-0.104207723,-0.404357751,0.961598175,0.716114172,0.380194668,0.036408537,0.007843826,3.750118135
1.184404363,-1.567050563,-1.789177171,-0.485970128,1.115655647,0.050925487,0.325389868,0.909294489,0.456000268,0.477123094,1.312145374
0.973034001,-1.597313099,1.305802002,0.044322455,-0.740557655,0.984830623,0.944601891,0.228537717,0.200641667,0.409182296,-1.421291435
0.236148936,-1.538532723,-0.012707892,-0.293736806,1.707413241,0.09736175,0.621025952,0.910975411,0.073001745,0.449354288,0.48493389
0.032703024,1.717697523,0.30261021,-2.41491364,2.607666331,0.830752837,0.912181298,0.129020842,0.993796489,0.744153825,1.805724942
0.04999521,0.722551563,-1.586009754,0.218409635,0.616647227,0.654573092,0.462479142,0.090624077,0.51014267,0.904774777,2.267627642
0.063203229,0.900234541,0.55196769,2.771945989,-0.21863013,0.560353814,0.224762007,0.071721262,0.085916362,0.565897845,5.922024815
0.001072988,-1.712195231,0.291277733,0.742665833,-0.570653838,0.958908592,0.834086092,0.482367546,0.919826013,0.702732663,0.595523455
0.14860354,0.069650565,-0.379447154,0.545556083,-1.138465652,0.486727807,0.384597133,0.030118431,0.981864262,0.512030394,3.612529524
-0.730467784,0.671258729,-0.391655351,0.06893584,-0.336214251,0.878702625,0.388352984,0.539434451,0.299945822,0.075749452,4.191478499
0.096201284,-0.384239129,0.476192615,0.402581489,-0.653125023,0.265806983,0.612884401,0.39667091,0.962325365,0.117208058,1.841689009
-1.291548388,1.150347356,0.366125994,0.053466198,-0.778495395,0.36709672,0.647323664,0.301751976,0.474002314,0.376564445,-0.685284822
-1.424441682,0.231623311,-0.915624623,-1.654753386,1.382681236,0.548530571,0.374561904,0.486711743,0.17082225,0.264933665,-4.083326222
-1.28762428,0.67514051,0.366457223,0.010203432,0.114981957,0.626057449,0.136500321,0.504570649,0.131853775,0.636838725,-0.390577311
-0.653018451,1.469712609,-0.51306422,-0.939089288,-1.333368802,0.337960904,0.154286492,0.671536973,0.299896896,0.274953669,0.910093844
0.127605671,2.187598523,0.792732745,1.470158277,-1.779952529,0.900627751,0.119533908,0.339520672,0.207805622,0.783962723,8.781619459
-0.081650773,-0.01714837,1.437695893,-0.932763151,-1.295585236,0.339548464,0.503804668,0.520640035,0.375132058,0.016440274,-0.658017297
0.682558875,-0.153195381,-0.006564545,0.223797762,0.598372237,0.681148448,0.253215472,0.728801442,0.323318356,0.833330913,3.863322763
1.835305312,0.382885862,-0.510283917,-0.373192284,-1.190161191,0.369217264,0.468536297,0.342936469,0.373840614,0.790201523,0.698326854
-1.221703186,-0.930858626,-1.28542717,-0.930840976,1.063598751,0.437333861,0.137552064,0.068433671,0.550671753,0.365158213,-1.285734758
0.183316947,-0.13396201,-1.278976279,0.035113118,-0.630305011,0.288715873,0.939705711,0.568809636,0.841612108,0.991785999,5.113396586
-0.215647422,-1.032940417,0.205791437,-0.750260412,-0.272776386,0.35901154,0.625831863,0.149008922,0.264057408,0.896498136,-1.862490115
2.078937372,1.03075262,-0.996265389,0.18016781,-0.624050827,0.730553179,0.591766664,0.808102929,0.100714711,0.509924667,5.945935979
0.86233629,-1.301013653,-0.620211951,-1.184051832,1.56072458,0.752065493,0.076033383,0.161813963,0.304983342,0.007110405,-1.731721106
0.234952754,-0.731310223,0.138192626,-1.283408274,-0.163219428,0.393153305,0.049242474,0.023182227,0.143393079,0.618151774,-5.901248969
-0.653914936,0.081350489,-0.04743077,-1.012245823,-0.679660862,0.403109846,0.78083405,0.79128673,0.390908941,0.634570553,4.580486217
-0.673945314,-1.099737508,1.928350526,-1.356616441,-0.885840044,0.708521584,0.432521983,0.651180994,0.448185298,0.739056381,-6.091165582
0.676486485,-0.05563053,0.794714677,-0.300988835,1.64142738,0.649063516,0.46367425,0.744168774,0.881190329,0.433218344,5.19647573
-1.071217244,-0.349102911,-0.390493939,1.143507084,1.321302274,0.171839798,0.746207014,0.612181686,0.380640696,0.319076493,5.426077722
-0.22712528,-0.694446829,0.657557815,0.121220109,0.826170967,0.509646635,0.844865912,0.412716143,0.462471028,0.028561995,4.844606842
0.178903005,1.13245641,-0.971861621,0.322413953,0.768581332,0.071209943,0.814250138,0.091768897,0.846492801,0.781340998,3.812856486
0.851700616,-1.30842492,-0.308621147,-0.863742397,0.571329854,0.033727757,0.80689386,0.848964676,0.421178465,0.762522537,0.129285932
0.337422297,-0.064621383,0.659973738,-1.463336904,-1.612169484,0.724157287,0.877004264,0.192544932,0.403316206,0.932698892,-3.099526779
-1.097423465,-0.059547537,0.952914449,-0.693628968,-0.274742284,0.985877293,0.104394185,0.425221703,0.637721602,0.950239687,2.383333664
-0.227470881,-0.286705129,0.371893591,-0.621542377,-0.919171982,0.907400938,0.936763865,0.473341086,0.912616167,0.237632849,3.122438551
-1.764340981,-1.421171565,-1.667168752,0.069267551,0.188935506,0.725929642,0.880818511,0.345214259,0.536478344,0.666312345,3.258395859
-1.17061193,1.953529274,-0.840081153,0.557225442,-0.481940597,0.239754666,0.691057924,0.91663071,0.347994578,0.367894088,7.846173274
0.467661148,-0.097504485,-0.954733822,0.361504351,-0.870194424,0.14553006,0.270160291,0.034419226,0.492759719,0.58131593,4.909490737
-0.663653871,-0.661205192,0.117062505,-1.042688995,1.096947299,0.661683957,0.043107135,0.659405287,0.423684557,0.184664639,-1.586380351
1.487549816,1.249117057,0.549828908,0.757723323,2.17869276,0.07470547,0.539688603,0.153165845,0.115775914,0.646429578,5.472853438
0.067602045,1.93992905,-0.037216806,1.59770634,0.285858871,0.109828735,0.196835935,0.453337691,0.647779746,0.784001916,7.659598003
-0.286702059,-0.060253043,0.507810859,0.586953451,0.981014974,0.113701534,0.972185283,0.889503055,0.9698834,0.276202751,2.915002726
0.058084725,-0.13072726,-0.761956011,1.156897864,0.715481306,0.107563513,0.697455726,0.574643771,0.988856793,0.684483451,8.337731145
-0.437805484,-1.114591339,1.303953303,1.432883266,-0.099850872,0.389524062,0.057935849,0.998728507,0.494918992,0.734171187,5.381924304
1.167809523,-0.159030609,-0.250815192,1.311439896,-0.736741935,0.022145831,0.713330922,0.86414836,0.453502389,0.511882086,-0.466259491
0.896010912,1.635891415,-1.182150774,-0.361198025,0.027686878,0.266005444,0.529422474,0.28263692,0.678537699,0.647776929,4.836725102
-0.329505883,-1.409995365,0.674428767,0.923801307,-0.745840632,0.876910614,0.781383773,0.21366926,0.294396527,0.095784091,3.753112899
2.593810937,0.385842975,0.620080932,-0.825874983,0.517379529,0.708337063,0.984109654,0.9858375,0.341017725,0.55456992,1.621632111
-0.375473754,1.199007608,-1.013617295,-1.484727396,0.642546584,0.487444282,0.179872032,0.099178626,0.740766629,0.321851934,0.494326232
0.899139309,-1.47753783,-0.086777846,-0.582737673,1.740121202,0.526411497,0.69513316,0.667204591,0.69741818,0.456361497,-2.529601833
-1.241783542,-0.054437139,-2.414070261,0.355613037,0.040922539,0.393629751,0.469853812,0.298451094,0.452010815,0.356263879,5.483354872
0.12771693,-0.673541379,0.447095247,-1.201704567,-0.905464154,0.23102935,0.187277122,0.52728205,0.004836983,0.661963047,-2.052379705
0.698627562,-1.313752506,0.672811578,-1.394785642,0.315583624,0.710119078,0.918689216,0.375235346,0.862262835,0.873112734,0.937747799
0.146449227,1.149973691,-0.430599099,1.554361988,-0.818804184,0.293629268,0.817832275,0.465097892,0.719049146,0.396568374,11.03799846
1.109245402,0.344005194,-0.398404247,-1.103932892,-1.767842443,0.178452737,0.222747958,0.829170562,0.599715279,0.484022079,-2.649377034
-0.268298531,0.342307078,1.080840545,-0.247900048,0.022576353,0.630527993,0.221656101,0.333631587,0.772089279,0.747808781,0.942979278
1.065996198,-0.189492438,-0.199831214,-0.034407979,-1.193789936,0.461356232,0.561559708,0.515514184,0.305457844,0.908043429,0.90406394
0.492280332,0.055679244,-3.906829141,0.81881634,1.810019493,0.568254711,0.336085604,0.74254007,0.872169124,0.726613079,4.875180077
-0.676757974,0.80835158,0.784846659,0.353284094,-0.026968073,0.768845134,0.369772145,0.327777479,0.245273949,0.013002887,0.914164753
