x1,x2,x3,x4,x5,x6,x7,x8,x9,value
7.958823059,-2.354237649,11.98656086,1.120933254,7.934889493,10.39562132,-12.98932576,1.456980343,11.48292969,-9248.696253
-5.351915751,9.431830469,8.060042904,1.428209012,3.244034419,-2.902003993,-19.73168396,3.491836018,4.284283797,1274.54313
-11.75903442,11.53211257,-15.60529407,-1.292241457,7.929942606,20.01322902,-1.9242942,27.50402427,-11.36409386,-6921.74634
-20.61776302,-5.314286861,-5.138831812,11.11736659,-7.828556383,4.527706136,-12.92239803,4.802481941,-22.37700352,1891.966034
-19.45320185,-13.02925233,10.90022515,-14.66347921,8.96591338,3.195390033,-13.07425157,9.904463251,11.88422203,1313.879921
-2.210618139,-10.69882204,-1.175895746,-5.124803473,-7.063690522,-6.488443809,9.672035111,2.352798458,15.64949553,1318.859855
-6.340431021,-6.05737655,6.49850411,-1.246658185,14.94335524,-11.85648478,11.82919337,-5.605942426,-1.227097375,1310.651016
22.52081348,7.315505463,-16.71434089,-13.82854995,13.47880102,0.124290977,12.75151079,10.42094391,-2.694448666,-1058.414005
3.114892984,20.76972668,-9.893351184,-11.1559423,-8.645353151,-3.33154491,-5.214010264,-10.40660741,-0.496623144,1321.659107
-10.00529971,-1.990388211,-10.64571815,9.555351737,-0.643101658,-2.401278458,9.745440895,-5.832640555,3.856616142,1322.668824
-4.289471274,8.088467189,0.327745655,-14.11380724,-29.39021796,4.877701287,0.591841005,12.04648792,-6.383005076,1685.391746
-3.681365339,2.936592912,1.881216442,6.02419386,6.047499039,-26.05788588,-2.404989585,5.179041882,-4.10456591,1315.661758
3.426955819,-8.042926635,-5.621135506,1.314424959,-8.836195811,-2.333314221,-11.02002014,6.529246386,16.34860746,-230.9915486
-3.483843511,12.27291147,-8.502073751,3.131656073,0.679699712,-15.56715952,-13.19030184,0.119110162,19.81199999,1314.322286
-10.17004294,12.80673967,-0.460206843,-9.269509126,-2.037779419,12.10755174,4.572755552,-12.12043481,-12.04543409,1466.671401
8.541465647,6.7319709,1.275912464,13.9664071,17.18945787,12.83547338,7.670449835,1.16516756,0.485859238,177144.5784
-16.33677197,9.70091934,-17.53440148,-9.95809617,-21.45696419,0.690292427,2.726823989,-3.221971297,-21.85016757,12225.94682
5.029903183,5.07775963,7.33244942,15.83647498,-13.71035441,10.05444702,-0.638548702,-4.6085596,20.33762121,39781.99647
-10.40543939,4.746970885,-1.310866507,-18.30905826,9.282969916,-6.050007128,-5.339002384,-10.69752411,-6.542832767,2880.196799
19.54899592,8.366012004,1.187637968,-13.6165222,2.200083057,-7.900072964,16.30521897,-16.0610569,3.844843333,1310.71703
-15.37833452,6.447649696,-2.604117136,4.647788621,2.351136998,1.809365767,-0.457135725,7.865997347,-1.988925369,1318.479644
-5.356672712,1.337168077,7.294263339,11.93401326,-1.323100629,-16.47510644,-17.17802257,-3.264126101,-23.37901501,1417.580092
-21.91212479,-10.67490023,-6.03341701,-9.490298255,3.251813733,12.15909328,13.98935377,14.69261717,-5.165417294,1320.187341
-15.46663211,-10.32622372,-18.08546585,26.69718395,-14.367453,8.83669253,-7.565789605,-23.77876175,2.643674061,1298.705175
19.14303549,-18.1182917,11.788481,2.42008302,10.44425769,-5.870334904,-1.813637104,12.65531738,-0.492930981,4794.739001
-27.25046041,8.242123556,-11.01605821,5.67469614,7.54988668,11.2013848,8.902153501,0.558949925,-3.804765112,1315.873804
-11.61248474,8.093884479,6.945475086,14.86476181,-10.44046179,22.43916089,8.390256704,15.54723638,0.72408984,38905.7486
4.314001977,4.878820197,-10.59756054,-10.89768532,-2.286603832,-7.751207236,-8.804121395,16.95687009,-15.33354772,1322.172467
3.277515727,-3.926413484,5.640907002,15.68450855,-11.20875512,-2.474569239,-16.01355785,-2.432150169,18.87001131,-73.83830092
8.845562172,-14.3722213,-6.112889585,-6.729898407,8.88544663,2.274845263,-5.897023139,-5.11916571,1.707698871,1314.662057
5.486001537,-6.03133223,7.858967993,-2.597312418,1.485362984,-0.311845351,6.997881518,12.06208449,-9.870091157,-4605.451935
-3.393827325,6.132432848,1.081864235,1.125572227,-9.822984043,-0.311493503,-3.979133263,-3.443819095,-5.414040723,1309.219857
-2.414062271,4.173713399,3.432257775,-11.84100864,-11.51027541,-0.69144203,6.510708833,-6.682485104,-5.291253205,1302.601593
-3.589022716,-10.74509283,-4.489598908,-0.118695307,-6.28158884,-10.01142424,4.168376924,-10.05397166,-15.33491948,8190.792965
-8.127397806,16.79880631,-2.258021516,-0.734979295,-8.782450686,-3.123377541,0.653365898,10.89481013,2.662601384,-3352.966096
-1.967663015,11.22269806,-2.439119689,-13.67276939,12.41223897,0.068230045,-2.247886998,-1.245382222,-5.706551494,-6943.667859
-1.207697028,20.90677567,-0.100628817,-1.832892673,-11.47935405,-9.71855451,-6.841482053,3.613375633,-14.24059611,1327.772164
3.140772239,-2.457615,9.520536531,-22.51777291,-8.267050469,-7.82416334,-23.20356012,-9.636384444,-9.151561158,9385.681787
-4.813311819,-5.790925654,-2.009977316,-0.66677662,3.68618346,-3.934464508,17.59641401,16.17195825,2.883682474,11537.65985
-12.67816552,-8.451482491,-3.288467996,7.702200159,-1.828179619,6.349093064,-0.813413383,2.36788981,-9.401691352,1296.850191
10.12808889,10.54631449,3.053848147,-0.293883291,3.551747195,17.99952274,5.014834837,2.606271783,10.72887955,91355.88133
-12.11803245,-16.33876681,30.98281662,0.693410911,21.34711013,15.09049584,-16.35606359,3.617845412,-12.94476989,676.6712443
5.978158792,-1.908986106,-6.662346235,10.84926536,-1.620421877,-12.4275125,10.21064523,-7.263284484,8.685007758,1307.776294
-0.460134693,9.981722828,-4.215803564,-8.264188076,-13.28999211,-1.372523347,-3.466005868,10.0341169,5.628049209,1319.592873
4.775499945,-14.77762537,-6.287637125,-6.752653403,-7.543234119,-21.11284302,18.90577528,-8.76287613,-8.039483095,8519.81769
-1.996318247,-11.47902875,0.889355409,-14.64532368,-10.27230597,-7.506979365,8.439390709,-3.626109504,-4.478664118,1299.397631
-6.49272277,-3.701650126,6.704066776,0.030303311,0.423320932,7.19109315,-15.17368171,7.481438424,1.346525827,1322.274947
-0.032228219,-23.93420124,-1.978464313,-3.883244972,12.57431567,-12.42400066,19.16927505,8.56719915,-2.780292137,1322.718967
12.15004019,40.25824043,6.912820989,0.996722075,-12.97862971,-6.374814493,-2.137102339,-5.346002403,-0.160778345,37654.28976
-6.423928327,-24.71166199,-16.20410124,7.999787283,-9.374212751,11.55934966,-7.156222731,4.863050912,-2.532042467,2219.838209
27.20086598,-9.495695634,-3.725953929,-11.43741502,-3.069954318,-1.499608515,-7.345723429,15.76365686,11.55169077,1185.230394
3.289011693,9.711248385,-0.856164389,26.26390085,-5.174179565,10.02510722,7.619372365,-6.998274247,-4.244402673,33472.64201
-2.472154603,-12.41969283,-17.09299621,2.642222478,-3.226199007,1.576808144,25.24948868,7.967009948,-0.462484503,1313.7464
-12.82053792,16.71324601,4.056240038,5.958570524,0.112609675,5.06282134,11.75845941,4.078194169,16.40330027,37156.2585
7.260983614,-9.310734879,-9.991448913,0.368054991,1.730071397,-18.56311567,-1.803070228,0.140720829,-2.151491658,2895.847079
2.512418069,13.25607634,-9.378081496,-2.828152608,-2.216503332,-2.150881715,-10.47855578,0.375045844,15.70008614,1315.458581
0.312852172,-12.78864565,-15.31863792,-1.084196494,-7.626822334,-5.958286589,8.807715113,6.56111571,-3.654170425,1305.935502
12.49277243,-14.01713264,1.654791962,13.66210698,3.888292092,-3.698428458,3.515364273,4.477004246,-14.77230726,1313.906464
0.103476602,-2.281591752,4.718571429,1.800263228,2.552492678,-1.808623153,-2.571363977,-10.04429817,6.13289912,1318.570015
-5.80012418,-16.43584639,7.624297376,7.999184083,-3.32609565,-0.281255616,1.146979712,2.443918586,-13.47529199,1313.64643
0.473093907,4.11333207,-10.03985852,-9.990769886,8.672625214,-6.773665687,12.79688594,-17.75080788,9.353454737,1322.499032
5.611341573,13.89704791,-6.688860359,-8.390595661,2.455130837,20.85659648,4.62394252,5.361080137,19.58316132,106607.0861
24.25321632,-2.175108729,0.485947309,0.597179938,10.9088524,2.701716471,-15.51947552,-17.65241721,10.34809776,-1588.705744
4.591206141,-2.333627059,13.3318347,4.141470646,1.830615539,2.251990905,-4.111340173,-9.424399053,0.08601008,-11445.31668
-16.9309899,3.918377499,1.599315767,8.92897327,6.058108011,-2.019486316,10.32392892,-2.926306976,2.471571041,1208.517514
7.558108608,4.331818308,-5.705755803,10.90299216,-9.563153567,-0.352844685,-6.148213275,7.42371768,6.434424556,-10333.25049
4.420178997,7.359841049,-18.24614637,-17.86847651,-0.760587453,-1.976738827,5.79809844,0.200169022,5.818649345,1342.651641
7.248546716,14.2210635,-4.568099807,1.014474307,-20.07893051,2.66736168,-10.63559729,1.996350179,-15.61202922,1309.19103
12.69001209,-14.71335844,-13.32587277,19.78379076,-2.5433272,-13.74795277,10.82237005,0.673850422,5.694970557,1311.022743
-7.05480649,10.20073416,7.602724227,7.673525547,2.148912468,10.34190096,12.71685197,2.830989193,-1.14612359,48858.58144
2.330449741,12.17791134,-12.0503148,-4.802991835,1.626665538,17.56859751,4.31691798,-8.127049532,-9.238976388,-197.0004727
-9.41777036,17.51391932,1.033039579,-11.14928971,5.16711342,3.428834087,-3.29339381,-8.98022842,7.355593164,648.8806895
14.68046529,-0.598226812,-12.13616367,3.921034973,-1.776547295,-1.501570375,4.753228729,6.910374028,0.355021655,-343.3117462
-9.645893739,8.519136051,-20.22953544,10.45274825,10.74536873,-3.314068038,-14.04442643,5.558642091,-4.863593172,1796.436294
15.16025125,11.21911069,-5.851840765,-13.96872909,4.598303065,-23.1742825,11.10154116,-2.135874579,18.31300321,1317.045578
19.59291385,-14.88992197,-4.745433653,-0.451199554,-3.602996755,-0.615163717,-10.03071395,9.3067186,0.26728439,1317.636459
12.58369328,-0.070293871,7.426766091,14.48174829,7.036233523,-2.577092897,5.75706363,-16.71000238,4.90351267,8638.598588
19.28002553,11.1303863,-3.559977805,-2.893187042,2.067355916,5.986709299,10.94548275,-13.40591248,4.374426221,142.9056846
0.776543126,-10.70214889,-2.740195022,-6.397230991,13.17531793,5.052180082,-0.617569667,7.448379192,-7.72764604,1316.713803
0.880006189,-2.383401561,-11.91893058,-4.07239601,-16.22825575,-7.791684304,-8.089404806,0.073985237,0.54073235,4726.92938
-9.108920871,-2.63108697,0.233808166,14.21716004,8.781027018,-6.200351925,-6.1362628,0.699491884,22.70594406,-6543.450262
15.27971179,4.610559781,-3.818011644,-11.45774836,20.47406564,-0.244518187,13.97328062,8.936335446,-5.209015617,2954.829665
-2.545010534,-23.54550614,-2.074282367,-5.445707319,7.837597674,3.52419379,-6.006966278,5.899608454,7.232630598,1302.733847
-9.576270691,-21.58432732,15.16799336,-0.103246242,-5.194906923,0.473394035,-3.690791745,29.59457718,-5.307075322,1312.560532
-1.761079251,-10.9487799,-0.987541533,-0.34236352,7.120615534,6.459399926,9.824953943,-0.176995663,-4.017698259,1001.68256
8.26714797,-14.65235238,-16.92268721,7.750753724,10.40470554,-9.603150645,-4.659568741,10.65719302,6.055726316,1317.914058
4.251220357,-0.645250171,-16.13144922,0.41722344,-4.256198501,2.649233474,-8.538508997,-10.15123641,0.949583821,2210.323577
21.55287598,-10.27705204,-1.612243897,0.887204137,-1.08642174,-4.582098742,11.55079972,4.544586229,8.458053237,-617.7956713
-8.685170918,0.304861717,-7.096298752,-14.29058067,3.106917403,-6.897169017,-15.98861319,2.923005838,28.7226821,1322.114858
-4.004406129,12.31792963,8.016640881,3.061300412,3.543934033,-19.92015864,6.535046032,-11.05821293,-6.817620359,-7100.618977
4.850817671,-10.77561329,-12.86907441,15.82829447,-9.234797799,-10.43944071,-0.390989212,-0.901924134,-9.025065064,2286.861642
7.242693387,-16.06271899,8.899870326,0.393130123,-2.147208686,-16.4298456,-9.79788672,11.98651473,-2.08598998,1313.649782
7.117380036,-1.370183766,-3.575096227,10.04976936,6.441550139,-0.391237718,-9.231648243,-15.83101535,1.873383048,1314.205546
3.900657838,-6.388066137,0.338019167,-0.733663715,-15.01167441,3.355129156,-3.670069588,13.7591715,11.69749939,1087.320635
-12.11591249,6.050139393,1.298931221,-3.146892973,4.57831985,0.408214071,1.105189297,-3.035261846,-10.27547061,1313.688068
-4.93678596,-0.733640476,23.04376588,7.561701062,-10.29286823,2.006757374,4.21952081,1.008113669,0.184694957,-1645.419955
-7.629111256,16.15417969,23.11802599,-8.782184995,4.560375655,7.037547902,-2.044507165,-8.216788376,-9.884282021,1317.66061
-6.170650724,-8.426633275,-4.330755835,3.877946143,1.889902336,1.688958115,-14.02036675,7.026411594,9.908772457,1319.702165
-23.10103437,0.543535854,-4.717760336,4.593857717,7.019536262,1.382414321,7.601330854,2.292113741,5.300647056,1320.700348
-10.38014492,9.74035297,-7.594280619,-2.109515993,-2.751845136,-14.16267553,10.79517826,12.85114542,-1.43440802,1317.35357
-4.054378088,6.96065957,-5.253983535,8.722866013,10.62770743,6.134898694,-2.242068777,-13.98468715,-2.239740908,1317.051144
-7.78652929,6.693043545,-1.237762708,1.802310242,6.066051283,1.739725278,-13.55869271,8.544088216,10.3569672,-3153.108905
-2.755190823,-12.62409063,-2.907110115,2.214809143,-18.25772182,-3.946883838,-17.48400932,20.41538784,2.124912169,1795.157948
6.960047866,-1.439721092,-7.983347787,5.998267755,-0.639856556,4.889100118,-4.538598584,-12.09121305,17.35073963,-8660.743349
-1.480706599,-8.885144672,14.46030258,4.896509822,-9.945186678,0.058457931,0.242806412,1.071374703,-6.186946952,1317.55349
-6.771418191,-9.98333305,0.786039528,1.020570111,6.475720998,-13.78152437,-25.4937677,9.212319274,-10.82981973,5482.502462
12.91695629,5.127367474,-0.410125146,10.15118756,-8.147520439,-17.628558,-21.8707392,18.26499523,2.667021148,1309.988892
7.933114788,5.479438217,2.003902882,0.938929243,16.82326709,10.83039737,13.72672795,4.877978306,11.48612704,186681.1119
9.225082395,-19.66892251,-2.424613973,-4.755124984,9.558485826,6.727627682,6.422521501,15.41410038,-3.680871093,-7829.912085
-13.52174085,-15.18980202,-5.368185251,13.84662358,2.209753936,-7.746952397,-14.52939467,-6.839893045,-7.515511285,3641.217103
14.92684706,-8.271389054,-12.68756971,-5.864912926,7.442469174,8.416771216,6.060076871,9.118115061,2.560392826,-1647.549014
-13.3925833,-10.45161425,3.140977367,9.416172907,8.159827926,-16.4161058,-3.024245203,-4.112153353,-6.314167758,4277.411498
10.89878663,8.675298346,-1.514546707,-7.913420368,-0.282339572,2.21168771,7.192966351,-1.660611526,15.31656695,-1111.898302
-6.185343042,6.764879582,-8.317542001,9.131555244,0.646279196,4.005438162,-17.80653977,-22.50745595,-15.01424232,1779.624256
6.356671059,-0.188472948,-10.60201149,7.905438795,11.74913472,-1.088321171,10.03199918,-10.01804891,5.772088998,-5774.752409
-10.28760116,-2.512876017,-16.2072583,15.69821885,0.256199609,9.150547754,-4.845930916,13.44587099,0.347699128,-1213.680138
-5.294489169,11.24056168,-4.050926903,-5.794932206,-11.27154102,-8.201760214,-7.343893406,6.210475223,-10.19072305,5054.210209
5.177198646,13.59172939,6.682059311,1.624548733,5.19322938,19.15038686,-4.168103731,-18.53886905,-10.96500971,1308.198953
4.535104354,14.675853,6.526929368,8.537085211,-5.290110611,11.95923089,-12.76154159,-5.730398995,2.813011982,-232.3449996
17.28691775,2.289761551,3.737498421,-4.07253924,6.870508304,-0.396426137,-18.32102938,-3.55232534,-11.8317879,1321.351663
11.28824463,-0.313391077,-12.25184257,-5.862006766,-18.21145585,9.450808526,-16.03308967,2.868308701,-8.436933478,4769.502613
14.2408253,-4.948428909,-0.925626138,-15.21486699,-9.624603967,-3.73940774,4.740552913,-4.999676488,-10.89806706,1363.753425
-7.270282587,-10.65514445,-1.113269172,6.344855362,18.26480912,20.30442442,-18.43669156,9.897633497,-10.36705747,1317.835206
-3.082559113,26.78775975,-15.39051308,9.585128591,-8.626709443,1.311954893,25.68587519,-9.623689948,-7.238726548,-3600.349027
-5.265424935,-7.579147612,11.62274226,3.800832379,4.889268488,12.30274987,10.21754167,8.583973229,-17.93032928,-655.5656724
12.20405617,-12.50206244,-0.387076093,-6.162143867,-2.157836607,8.317866345,-1.286572894,-2.745735437,-23.49307903,1306.244865
1.932288662,21.63973949,-6.550337785,5.115781665,8.189067309,-11.59601303,-6.184377606,12.49566689,6.551125684,-5123.178107
-10.23820972,-7.406011268,-5.022461674,3.823550409,-6.640260731,0.336561921,8.320342375,11.27973317,6.925893194,1310.038994
0.53344883,0.964606745,11.73887916,-10.67987701,-6.100533333,9.342790694,1.869120968,12.96110325,1.107505452,-11105.56362
4.003034065,-7.507982733,-13.70502065,-6.103616315,21.86975839,6.330209483,2.745348371,-9.763733902,9.11250801,1321.111861
5.438745155,2.39982967,-13.81661878,-4.08996293,-13.38068959,-4.885687332,-5.978783236,9.922296615,-1.567967578,1410.673699
-10.28646066,-19.33101475,-6.326716096,12.78852528,14.16930096,5.673927964,10.05601247,8.100080805,1.734480272,1322.162898
0.049623326,-15.09256641,-4.913617474,-7.686371798,-11.86106599,-7.345922519,27.36439609,-10.451957,-5.285956853,1321.972126
-16.84997256,-3.81880927,-9.193594797,11.10692961,-21.07365809,-13.42920184,8.429802048,-6.317024202,14.9496627,2292.654747
-1.974078521,18.6569385,9.181922932,8.348548073,-17.41028648,7.638835689,9.207546272,-16.11995594,-8.321375579,1313.710327
14.36151676,8.442488213,-6.862457933,15.58062061,5.444304429,-1.999323155,0.951779826,-19.32271365,-13.33815299,676.0962469
-16.87733184,-9.509581089,-6.872373538,1.201032231,-11.29547075,-0.954320932,-6.43696364,-1.355596306,-7.746636216,8758.033221
-15.2110838,-8.123218875,-1.035961196,-14.47554604,11.12218776,11.26681069,-1.303861161,-6.5678704,-0.438758689,1320.898553
-26.29889023,5.793309049,-29.20276831,2.350893638,5.09841314,-3.639450756,2.295434238,23.26619975,-4.865527979,2323.924543
-2.709892592,7.155243612,5.361673261,6.345561396,-2.581780392,10.03380338,3.478332619,-5.911496299,-2.633764831,-11542.28384
3.327467253,1.109559855,12.09451011,30.58489462,5.074473569,9.080624794,2.803359701,6.479376748,-16.24346064,-10968.05018
7.862275352,16.12869635,-11.64178054,-4.12849046,14.99954246,-7.714031026,3.877170914,43.26920741,6.322698439,124437.7183
-5.06602696,12.72882769,5.362969692,-3.856299815,-2.3644642,-15.67177091,3.884742009,-17.59815708,7.517964658,1315.722492
-0.665514544,-8.065763417,-5.782728984,-0.418859848,0.347883444,-11.45328429,1.963452708,-22.0620305,6.726628672,1762.862769
2.532045103,8.952184022,2.733212565,22.38831666,14.29787452,-3.075277647,-3.180274338,4.696967195,-8.380191804,42903.99241
12.88284415,0.265352823,-7.490177845,19.66632476,-9.359278845,-17.34705075,9.927763589,-7.312463906,4.350966842,-8379.803435
-2.276621324,-6.492196035,7.372476904,-3.52255178,3.517079901,16.29382402,-9.482007638,10.3692601,9.051925617,260.5483759
7.677259158,-5.566653772,2.89514068,5.076350102,-10.67390587,0.413207369,-2.108500425,-0.148402439,-16.04086164,1862.970446
1.292117208,-8.134161272,1.981582969,-2.622311369,-5.733885077,11.33595332,-17.47691,5.13885308,-12.36417536,2253.860676
-12.38759451,-4.937166914,0.125370095,-7.330471382,-16.80608558,9.278355841,7.611717439,-5.907358014,7.119787965,1315.689809
-6.428725492,2.699982662,-2.827340857,5.07046931,2.399120049,7.751499194,6.068057886,10.28114373,-8.878451724,-11262.75949
-1.51167369,-11.74278664,-13.9142868,0.814793003,13.58156365,0.998040007,19.08135429,-1.641039712,0.312172081,1318.750486
-4.295379819,-6.716462671,12.54522478,8.813508124,-9.672394642,11.64542965,-1.450704189,-6.10542188,-2.936123868,1320.587978
14.48905618,-4.760268286,0.321725237,-0.746950166,5.147297056,13.19618563,16.09454593,9.048313724,-16.8969001,35563.70077
2.140305249,4.717338231,1.070800622,-3.936329384,-0.480861982,-11.40144606,6.14156665,-14.35334652,-8.16259246,1310.444273
-8.928473679,-0.529712095,-6.53057957,4.512148106,-0.153326643,11.14089018,5.456384913,-10.38530219,9.006245687,1319.724754
14.67707253,-2.105894989,14.1462016,-13.80134206,-17.38619672,8.291876204,-4.644255955,-2.63550862,-10.12193969,1300.395633
-13.76627617,6.463279434,-6.144870836,-5.542784547,19.5580372,6.662805745,6.540865407,-12.02110669,-18.57546802,1321.575128
8.194410321,-1.615492289,1.479745513,1.190997108,-14.27447801,-6.403016659,9.855304239,19.52792539,0.61815134,-2129.82448
11.98360538,-2.893406207,-2.210448483,-19.80364334,-1.273408876,6.829703977,-4.308522747,-12.81350194,-4.804610891,2215.102942
-1.536851044,14.54050181,-4.564711442,11.32234572,-6.443671202,-0.602518464,-10.71962552,4.550237203,14.45125957,-4473.20216
8.614565341,4.173679508,-1.729023659,-6.744332341,-1.657426782,-1.780879892,-1.97764894,0.761995226,-14.09322114,1300.002967
3.014519102,8.675560043,1.448455833,-22.5067699,-9.709903011,-12.5967279,-18.85193911,-1.701564058,5.109090339,2470.809148
7.50956305,5.239648103,18.82649023,-0.97145595,0.630756735,-0.114644217,15.43786731,0.025153165,-6.482773741,22183.04365
2.79187226,-16.00864242,-8.298371581,16.03927397,3.68585733,9.270897652,0.086703585,-12.71448181,-7.398551219,1308.072039
-1.340990495,26.47955151,6.011350375,1.288263464,-1.53047914,2.31890897,3.871387303,-11.21594361,-11.9836965,1309.523321
11.77283204,-7.71656785,-3.585791783,-2.16954269,-12.41447984,5.7353175,-15.51677447,13.97721839,-12.0392734,1301.3606
4.92734407,16.03842227,-11.8167164,10.0650126,2.888650383,10.62314484,5.80415604,-2.289477426,2.808675685,-310.739073
-12.96924514,4.738826467,14.04118377,0.504712136,9.464277965,1.553295515,-10.22104858,20.07065142,-24.22429298,1312.552703
-5.799058273,8.516798732,0.609765424,15.20953733,-11.54067726,-14.76176773,-6.16217246,-13.84610948,-13.82734894,2207.399981
8.867960865,14.54205308,-0.739768302,-17.79024213,2.805372548,-6.961346171,3.605837027,2.954882583,-18.81600443,1313.336907
7.563103439,8.510611625,-0.442116154,-20.4773525,-23.29224798,-2.795488561,-5.379614241,-14.91406777,3.871337274,6145.195525
-9.422147032,-17.22161671,1.337631038,5.272768454,0.024524578,-0.627064302,-8.987299857,2.524024419,1.698591879,1305.835786
3.949315574,-4.118533697,7.870258409,9.604696103,-2.87414651,-7.194370185,-16.17133354,4.177663189,-5.763281275,1319.959962
-2.609346234,15.19083677,7.232395822,6.447247541,-12.29400902,16.99367898,-8.030651443,17.37542433,20.22195057,101140.7833
0.012486526,-8.558130927,6.968371655,-7.766930971,-12.90589387,-16.20867548,17.12295285,-5.104832739,-4.895052215,3070.789147
-5.284363304,2.422049723,-1.395014144,-4.947737203,13.09770112,-5.136903367,-7.552848991,-11.8647675,-0.646885445,1302.701346
-2.416448073,0.063239898,6.979521591,6.335523928,7.2070973,6.266685716,8.983899741,7.8664867,-10.24348665,6667.169672
5.59926285,3.645034767,-15.19374271,5.588103092,-12.65403188,-10.07815053,11.26359696,-3.862694857,-13.71249302,2235.835781
1.605898012,1.123317471,-6.737420357,-1.305856173,9.74710865,9.780049929,-4.291048115,-7.740074762,8.785254796,-334.5294121
-7.707870577,-5.957793294,-13.46137651,7.439455695,0.037442378,8.87686723,-0.597031051,-9.405677227,7.79749698,1891.415801
3.816905345,-0.533748444,10.86325917,-6.169795038,9.861740479,5.384978536,-0.120299199,-3.149366408,24.26667759,571.5839705
1.125290513,-11.82159408,8.125718449,-4.214815453,-1.782662278,-2.139644549,-8.010491792,-5.654785767,3.559137892,1849.275521
0.558858827,-3.237643948,-1.94384225,-21.86784415,15.30263453,11.77453642,-16.76686792,8.899879149,-0.077146079,1322.089776
20.83149527,-8.377766215,-10.00550866,0.782117884,15.25327958,1.791650452,0.446157143,1.690799407,-10.04671978,-411.7409398
-1.964502828,5.858716569,3.204457648,-10.56856999,12.94160324,9.444123065,-9.011856506,12.24110892,3.269384126,-8501.28653
-7.153934557,-4.810106584,9.209254794,-0.700178881,2.799077243,15.53023542,28.43273245,6.403874156,5.413566607,15280.06313
4.928415086,-17.42787189,-0.112491822,0.794811768,0.804489646,-13.67489398,4.469159644,10.59814996,4.073314641,1322.212894
